episode_number,train_reward,train_loss,rewards_avg
125,0,0.13712921738624573,-1.0
126,-2,0.15200194716453552,-1.0
127,-2,0.16406428813934326,-1.0
128,-2,0.05874424800276756,-1.2
129,0,0.33030855655670166,-1.2
130,-2,0.047467876225709915,-1.2
131,0,0.20480825006961823,-1.2
132,-2,0.07813002914190292,-1.4
133,0,0.24577642977237701,-1.2
134,-2,0.058009661734104156,-1.2
135,0,0.04939354956150055,-1.2
136,-2,0.0016498210607096553,-1.2
137,-2,0.0671851858496666,-1.2
138,-2,0.04285597801208496,-1.2
139,0,0.017348140478134155,-1.2
140,-2,0.0017468567239120603,-1.2
141,0,0.04583197087049484,-1.2
142,-2,0.03477197885513306,-1.2
143,0,0.0014153376687318087,-1.2
144,-2,0.17415830492973328,-1.2
145,0,0.05046168714761734,-1.2
146,-2,0.16295261681079865,-1.2
147,-2,0.015061535872519016,-1.2
148,-2,0.03645596280694008,-1.2
149,-2,0.039654143154621124,-1.4
150,-2,0.035452701151371,-1.4
151,-2,0.021328341215848923,-1.6
152,-2,0.013567844405770302,-1.6
153,-2,0.022541675716638565,-1.8
154,0,0.03192892670631409,-1.6
155,-2,0.0843503549695015,-1.8
156,0,0.12614460289478302,-1.6
157,-2,0.0178054329007864,-1.6
158,-2,0.015038544312119484,-1.6
159,-2,0.11011208593845367,-1.6
160,-2,0.02035045437514782,-1.6
161,-2,0.029557228088378906,-1.6
162,-2,0.028885388746857643,-1.6
163,0,0.021166903898119926,-1.4
164,-2,0.02687286213040352,-1.6
165,-2,0.06618321686983109,-1.6
166,-2,0.01187825482338667,-1.8
167,-2,0.01844164729118347,-1.8
168,0,0.14184926450252533,-1.6
169,-2,0.028291072696447372,-1.6
170,-2,0.0005044273566454649,-1.6
171,0,0.014115044847130775,-1.4
172,-2,0.023679936304688454,-1.4
173,-2,0.11826804280281067,-1.6
174,-2,0.10030760616064072,-1.6
175,0,0.018453674390912056,-1.4
176,0,0.014896920882165432,-1.2
177,-2,0.0187826007604599,-1.2
178,-2,0.007389732636511326,-1.4
179,-2,0.02784929983317852,-1.4
180,-2,0.01690729334950447,-1.4
181,-2,0.025144528597593307,-1.6
182,0,0.023875128477811813,-1.4
183,-2,0.017624763771891594,-1.4
184,-2,0.10006901621818542,-1.4
185,-2,0.0006299614906311035,-1.6
186,0,0.009507004171609879,-1.6
187,-2,0.06643599271774292,-1.6
188,-2,0.015580861829221249,-1.6
189,-2,0.013662531040608883,-1.6
190,-2,0.018422827124595642,-1.6
191,-2,0.01149012055248022,-1.6
192,-2,0.011731956154108047,-1.8
193,-2,0.12348594516515732,-1.8
194,-2,0.01960846222937107,-1.8
195,0,0.02591857872903347,-1.6
196,-2,0.12646713852882385,-1.8
197,0,0.01596318930387497,-1.6
198,-2,0.0049707768484950066,-1.6
199,-2,0.014449983835220337,-1.6
